word,pRecall,Size,Animacy,nLet,nSyl,WFlog,CDlog,Prevalence,ONsize,AoA,Concreteness,NoF,BOI,Arousal,Valence,Dominance,Graspability,Pantomime,Action,Danger,Usefulness
FAUCET,0.731343284,0.762214984,0.026515152,6,2,1.86923172,1.763427994,2.175349171,1,6.29,4.48,7,5.869565217,4.52,5.35,6.31,6,4.586206897,1.818181818,1.375,3.566666667
FEAST,0.653846154,0.128676471,0.081081081,5,1,2.53529412,2.374748346,2.575829304,5,7.81,4.3,NaN,4.384615385,5.54,6.98,6.21,NaN,NaN,NaN,NaN,NaN
FEATHER,0.680555556,0.970954357,0.0375,7,2,2.530199698,2.365487985,2.575829304,3,4.67,4.9,14,5.260869565,3.46,6.06,5.97,NaN,NaN,NaN,NaN,NaN
FELLOW,0.662162162,0.136363636,0.928030303,6,2,3.475380593,3.183554534,2.240816331,6,8.89,3.67,NaN,4.041666667,4.44,5.77,6,NaN,NaN,NaN,NaN,NaN
FEMALE,0.653846154,0.170454545,0.954545455,6,2,3.207634367,3.016197354,2.575829304,0,5.89,4.57,12,5.689655172,5.48,6.91,6.42,NaN,NaN,NaN,NaN,NaN
FENCE,0.683544304,0.147239264,0.019607843,5,1,2.913813852,2.742725131,2.341027138,2,6.28,4.82,20,5.62962963,4.4,5.09,5.2,NaN,NaN,NaN,NaN,NaN
FIDDLE,0.644230769,0.451923077,0.058823529,6,2,2.269512944,2.113943352,2.089788851,6,8.28,4.81,NaN,6.043478261,4.85,5.87,4.85,NaN,NaN,NaN,NaN,NaN
FIELD,0.7375,0.075376884,0.168478261,5,1,3.554004321,3.283301229,2.322007011,3,6.1,4.26,34,4,3.79,6.13,5.74,2.689655172,3.28125,3.392857143,1.724137931,3.257142857
FIG,0.68503937,0.946502058,0.495689655,3,1,1.799340549,1.662757832,2.333695909,19,8.06,4.97,10,5.083333333,4.25,5.54,6.05,NaN,NaN,NaN,NaN,NaN
FIGHTER,0.628571429,0.055555556,0.882882883,7,2,2.814913181,2.565847819,2.343914041,5,6.89,3.96,13,NaN,6.92,4.41,6.42,NaN,NaN,NaN,NaN,NaN
FILM,0.532258065,0.61875,0.06557377,4,1,3.522313795,3.006037955,2.172080069,3,6.95,4.71,12,4.32,5.14,6.33,6.17,NaN,NaN,NaN,NaN,NaN
FIN,0.678571429,0.795652174,0.201680672,3,1,2.243038049,1.838849091,1.460192092,21,7.3,4.76,12,4.185185185,4.86,5.24,5.45,NaN,NaN,NaN,NaN,NaN
FINGER,0.721518987,0.943820225,0.344444444,6,2,3.272073788,3.109915863,2.433887042,9,3.43,5,12,6,4.75,5.47,5.32,NaN,NaN,NaN,NaN,NaN
FINGERNAIL,0.688311688,0.969230769,0.169590643,10,3,1.838849091,1.707570176,2.051389738,0,4,4.93,15,5.88,4.82,4.93,4.73,NaN,NaN,NaN,NaN,NaN
FIREMAN,0.632352941,0.057268722,0.956175299,7,2,2.176091259,2.025305865,2.311773097,4,5.05,4.8,NaN,NaN,6.35,6.35,5,NaN,NaN,NaN,NaN,NaN
FIREPLACE,0.673913043,0.148148148,0.072847682,9,3,2.414973348,2.278753601,2.164677764,0,7.37,4.68,15,5.458333333,3.95,6.55,5.56,2.517241379,5.275862069,2.303030303,3.1875,5.133333333
FISH,0.58974359,0.817901235,0.899721448,4,1,3.62930764,3.232742063,2.575829304,4,4.05,5,24,5.592592593,4.38,5.78,6.08,NaN,NaN,NaN,NaN,NaN
FIST,0.803921569,0.899224806,0.236842105,4,1,2.575187845,2.46834733,2.072503316,8,4.58,4.93,8,6.08,6.37,3.98,4.95,NaN,NaN,NaN,NaN,NaN
FLAG,0.734693878,0.443478261,0.032608696,4,1,2.950851459,2.697229343,1.986660787,11,5.33,4.79,12,5.851851852,5.25,5.94,5.56,NaN,NaN,NaN,NaN,NaN
FLANNEL,0.591397849,0.700854701,0.020725389,7,2,1.851258349,1.799340549,2.24938826,0,9.44,4.43,NaN,4.869565217,3.53,5.62,4.68,NaN,NaN,NaN,NaN,NaN
FLASHLIGHT,0.596491228,0.944444444,0,10,2,2.481442629,2.324282455,2.418299874,0,5.61,5,NaN,5.869565217,4.82,5.71,6.06,6.137931034,5.21875,2,1.75862069,3.628571429
FLASK,0.52173913,0.973799127,0.015463918,5,1,1.763427994,1.612783857,2.436234111,3,10.78,4.79,NaN,5.416666667,4.84,5.36,5.17,6.413793103,4.137931034,2.060606061,1.75,3.633333333
FLEA,0.71875,0.938596491,0.811643836,4,1,2.230448921,2.045322979,2.108358399,5,7.79,4.89,11,4.086956522,6.04,2.6,4.42,5,3.655172414,1.666666667,2.3125,3.066666667
FLEET,0.691176471,0.074626866,0.195945946,5,1,2.733197265,2.338456494,2.253230737,3,10.74,3.81,14,2.747282609,5.35,5.24,6.24,1.965517241,2.586206897,1.787878788,2.3125,3.266666667
FLESH,0.652173913,0.688995215,0.471794872,5,1,3.051538391,2.899273187,2.321514965,3,8.3,4.59,8,4.782608696,5.72,4.81,5.29,NaN,NaN,NaN,NaN,NaN
FLIPPER,0.614285714,0.513888889,0.178571429,7,2,1.662757832,1.531478917,2.189672328,5,8.58,4.26,7,4.08,4.81,5.53,5.15,NaN,NaN,NaN,NaN,NaN
FLOOR,0.71875,0.169117647,0.02020202,5,1,3.710371264,3.436639632,2.442826326,3,4.44,4.8,12,5.666666667,4.22,5.23,6.39,NaN,NaN,NaN,NaN,NaN
FLORIDA,0.807692308,0.101449275,0.125,7,3,2.972665592,2.705863712,NaN,0,NaN,NaN,16,NaN,5.19,6.06,NaN,NaN,NaN,NaN,NaN,NaN
FLOUR,0.565217391,0.869158879,0.038961039,5,2,2.209515015,2.045322979,2.316482939,2,6.89,4.97,13,5.875,4.06,5.68,5.86,NaN,NaN,NaN,NaN,NaN
FLOWER,0.789473684,0.903669725,0.717213115,6,2,3.065206128,2.799340549,2.575829304,5,3.11,5,21,5.916666667,3.28,7.17,6.43,NaN,NaN,NaN,NaN,NaN
FLUTE,0.650485437,0.766497462,0.018072289,5,1,2.037426498,1.857332496,2.436808643,4,8.47,5,19,5.75,4.27,6.15,5.84,NaN,NaN,NaN,NaN,NaN
FLY,0.756410256,0.930769231,0.816455696,3,1,3.637089274,3.325925956,2.311773097,6,3.05,4.64,19,3.826086957,5.58,4.18,5.28,NaN,NaN,NaN,NaN,NaN
FOE,0.707692308,0.128834356,0.858490566,3,1,1.977723605,1.886490725,2.124508034,14,9.95,2.96,8,NaN,6.64,3.07,3.82,NaN,NaN,NaN,NaN,NaN
FOLDER,0.566666667,0.838297872,0.024038462,6,2,1.924279286,1.792391689,2.325396632,10,8.21,4.93,13,6.260869565,4.29,5.31,5.42,5.862068966,4.24137931,2.787878788,1.3125,2.866666667
FOLLOWER,0.548387097,0.081730769,0.9,8,3,1.544068044,1.491361694,2.575829304,2,7.79,3.15,11,NaN,4.98,4.74,4.58,NaN,NaN,NaN,NaN,NaN
FOOT,0.686567164,0.932960894,0.373333333,4,1,3.520090328,3.312811826,2.440969611,12,3.44,4.9,9,6,4.58,5.05,5.97,NaN,NaN,NaN,NaN,NaN
FOOTBALL,0.828571429,0.715116279,0.042780749,8,2,3.282168778,2.906873535,2.575829304,1,4.84,4.73,23,6.12,5.91,5.81,5.42,NaN,NaN,NaN,NaN,NaN
FOREHEAD,0.755102041,0.780373832,0.289719626,8,2,2.603144373,2.527629901,2.575829304,1,5.58,4.9,19,5.777777778,4.51,5.19,6.5,NaN,NaN,NaN,NaN,NaN
FOREST,0.740740741,0.052173913,0.570247934,6,2,2.984077034,2.699837726,2.317505884,1,6.28,4.76,9,4.6,3.81,6.65,5.71,NaN,NaN,NaN,NaN,NaN
FORK,0.703125,0.974789916,0.029411765,4,1,2.654176542,2.501059262,2.325873194,11,3.63,4.9,8,5.6,4.81,5.34,6.02,NaN,NaN,NaN,NaN,NaN
FORT,0.695121951,0.084656085,0.065,4,1,2.896526217,2.609594409,2.232987962,15,6.4775,4.72,26,4.173913043,5.17,5.51,NaN,NaN,NaN,NaN,NaN,NaN
FOSSIL,0.681818182,0.656716418,0.015151515,6,2,1.903089987,1.748188027,2.432379059,0,7.5,4.9,13,4.925925926,4.81,5.79,4.75,NaN,NaN,NaN,NaN,NaN
FOUNTAIN,0.680327869,0.126712329,0.055335968,8,2,2.547774705,2.376576957,2.428944333,1,7.17,4.77,7,5.208333333,3.9,6.53,5.9,NaN,NaN,NaN,NaN,NaN
FOX,0.7375,0.266932271,0.949253731,3,1,3.042575512,2.612783857,2.33235256,12,5.0175,4.97,18,4.115384615,5.66,5.84,5.5,NaN,NaN,NaN,NaN,NaN
FRAGRANCE,0.622641509,0.901408451,0.031914894,9,2,1.785329835,1.748188027,2.333695909,2,9.63,4.03,8,3.208333333,5.02,6.29,6.56,NaN,NaN,NaN,NaN,NaN
FRAME,0.723076923,0.671875,0.016666667,5,1,2.857332496,2.722633923,2.432073555,1,7.67,4.3,7,4.956521739,4.56,5.3,5.78,NaN,NaN,NaN,NaN,NaN
FRANCE,0.759259259,0.050505051,0.186813187,6,1,3.140193679,2.797267541,NaN,6,NaN,NaN,12,NaN,5.49,6.15,NaN,NaN,NaN,NaN,NaN,NaN
FRECKLE,0.555555556,0.969135802,0.052980132,7,2,1.491361694,1.278753601,2.062947178,1,5.61,4.56,12,3.583333333,4.59,5.43,4.43,NaN,NaN,NaN,NaN,NaN
FREEWAY,0.71559633,0.05907173,0.055084746,7,2,2.451786436,2.252853031,2.321514965,0,10.32,4.7,13,NaN,6.04,5.04,4.96,NaN,NaN,NaN,NaN,NaN
FREEZER,0.5875,0.190789474,0.008547009,7,2,2.421603927,2.33243846,2.336771394,2,4.63,4.87,10,5.260869565,4.82,5.34,5.12,2.724137931,3.827586207,2.060606061,2.28125,3.866666667
FRIAR,0.888888889,0.143617021,0.847619048,5,2,1.949390007,1.505149978,1.59768832,2,9.22,3.88,10,4.055555556,4.27,5.14,5.62,NaN,NaN,NaN,NaN,NaN
FRIEND,0.745098039,0.091397849,0.919708029,6,1,4.330109255,3.790918195,2.42830183,0,3.57,3.07,22,5,4.5,7.68,6.31,NaN,NaN,NaN,NaN,NaN
FRIES,0.626506024,0.918128655,0.04964539,5,1,2.775974331,2.617000341,NaN,13,NaN,NaN,9,NaN,5.11,6.65,NaN,NaN,NaN,NaN,NaN,NaN
FROG,0.8125,0.928571429,0.881188119,4,1,2.781036939,2.434568904,2.422601128,7,4.32,5,20,5.125,4.75,5.41,5.5,NaN,NaN,NaN,NaN,NaN
FROST,0.714285714,0.755681818,0.02238806,5,1,2.390935107,1.959041392,2.238448598,2,5.2093,4.56,NaN,3.826086957,4.74,4.96,NaN,NaN,NaN,NaN,NaN,NaN
FRUIT,0.763157895,0.894308943,0.522222222,5,1,3.044931546,2.854913022,2.19381311,1,3.63,4.81,17,6,4.49,6.99,6.12,NaN,NaN,NaN,NaN,NaN
FUDGE,0.775,0.968944099,0.050314465,5,1,2.269512944,2.089905111,2.244302146,3,5.78,4.89,11,5.68,4.98,6.91,5.86,NaN,NaN,NaN,NaN,NaN
FUGITIVE,0.696969697,0.073863636,0.911764706,8,3,2.423245874,2.292256071,2.33590098,0,10.55,3.93,21,NaN,7.07,2.73,4,NaN,NaN,NaN,NaN,NaN
FUNERAL,0.8,0.170731707,0.044444444,7,3,3.228913406,2.982723388,2.238448598,0,7.28,3.83,NaN,2.434782609,6.27,2.16,3.06,NaN,NaN,NaN,NaN,NaN
FUNGUS,0.794871795,0.86407767,0.704,6,2,2.053078443,1.892094603,2.575829304,0,8.44,4.59,16,4.32,5.91,2.97,3.61,NaN,NaN,NaN,NaN,NaN
FUR,0.729411765,0.703539823,0.117391304,3,1,2.626340367,2.456366033,2.419398036,8,5.22,4.69,13,NaN,4.5,5.41,6.11,NaN,NaN,NaN,NaN,NaN
FURNITURE,0.647058824,0.080952381,0.063218391,9,3,2.886490725,2.731588765,2.447857175,0,5.89,4.89,12,6.56,4.15,5.86,5.43,4.551724138,3.34375,3.285714286,1.896551724,2.628571429
GALAXY,0.703125,0.028901734,0.220588235,6,3,2.531478917,2.184691431,2.326347874,0,7.67,3.66,12,1.833333333,5.62,6.64,4.76,NaN,NaN,NaN,NaN,NaN
GALLON,0.589285714,0.389261745,0.081967213,6,2,2.068185862,1.968482949,2.33235256,1,6.25,3.92,13,2.461538462,4.62,5.34,5.32,NaN,NaN,NaN,NaN,NaN
GANG,0.709677419,0.046783626,0.752808989,4,1,3.186956335,2.904715545,2.575829304,13,9.22,4.43,18,3.6,6.87,2.76,5.37,NaN,NaN,NaN,NaN,NaN
GANGSTER,0.837837838,0.078947368,0.913043478,8,2,2.436162647,2.235528447,2.575829304,0,8.5,3.93,12,4.36,7.06,2.84,4.16,NaN,NaN,NaN,NaN,NaN
GARAGE,0.697478992,0.081300813,0.059090909,6,2,3.142702246,2.912222057,2.336771394,1,5.26,4.96,12,4.96,4.38,5.35,6.11,2.793103448,3.65625,2.607142857,1.586206897,2.6
GARBAGE,0.659090909,0.325581395,0.035714286,7,2,3.124504225,2.930949031,2.575829304,0,4.89,4.69,14,4.96,5.52,2.74,5.15,5.413793103,4.689655172,2.909090909,2.25,3.266666667
GARDEN,0.744444444,0.092920354,0.54679803,6,2,3.131939295,2.925312091,2.575829304,2,5.33,4.73,14,5.913043478,3.22,6.94,6.13,NaN,NaN,NaN,NaN,NaN
GARLIC,0.666666667,0.975961538,0.309278351,6,2,2.487138375,2.285557309,2.432073555,2,6.89,4.89,19,6.32,5.08,5.61,6.62,NaN,NaN,NaN,NaN,NaN
GATE,0.633333333,0.142857143,0.009615385,4,1,3.213517757,2.95568775,2.241402728,17,5.32,4.96,12,5.956521739,4.6,5.45,5.95,NaN,NaN,NaN,NaN,NaN
GAUZE,0.697674419,0.947368421,0.033898305,5,1,1.86923172,1.755874856,2.143645759,2,9.32,4.62,NaN,5.88,4.78,4.38,4.76,NaN,NaN,NaN,NaN,NaN
GAVEL,0.803030303,0.818181818,0.022900763,5,2,1.602059991,1.477121255,1.476401778,2,9.22,4.88,8,4.545454545,5.5,4.67,4.21,NaN,NaN,NaN,NaN,NaN
GAZELLE,0.760416667,0.066666667,0.933717579,7,2,1.799340549,1.544068044,2.123153308,0,9.37,4.72,NaN,3.75,4.61,6.06,5.2,NaN,NaN,NaN,NaN,NaN
GEM,0.617283951,0.956043956,0.032,3,1,2.103803721,1.959041392,2.2460162,11,7.68,4.88,NaN,5.517241379,5.35,6.74,6.09,NaN,NaN,NaN,NaN,NaN
GENERAL,0.793650794,0.067961165,0.91416309,7,3,3.769820258,3.201397124,2.274412835,0,8.05,1.62,21,NaN,5.58,5.16,5.24,NaN,NaN,NaN,NaN,NaN
GENTLEMAN,0.7,0.102040816,0.952879581,9,3,3.329601248,3.098643726,2.429263461,1,6.89,3.57,16,4.961538462,4.67,6.62,6.06,NaN,NaN,NaN,NaN,NaN
GERM,0.722222222,0.981132075,0.543478261,4,1,1.812913357,1.716003344,2.444121191,6,5.95,3.89,NaN,4.333333333,6.2,2.76,3.65,NaN,NaN,NaN,NaN,NaN
GHETTO,0.777777778,0.076923077,0.12195122,6,2,2.451786436,2.127104798,2.435070491,0,10.15,3.82,20,2.653846154,6.53,2.64,3.77,NaN,NaN,NaN,NaN,NaN
GHOST,0.6875,0.333333333,0.23255814,5,1,3.271144318,2.883661435,2.575829304,1,5.06,3.19,24,1.76,6.53,3.96,4.47,NaN,NaN,NaN,NaN,NaN
GIFT,0.6875,0.714285714,0.036585366,4,1,3.517327882,3.273695588,2.428944333,6,5.05,4.56,16,5.380952381,5.72,7.41,6.32,NaN,NaN,NaN,NaN,NaN
GIRAFFE,0.865979381,0.028880866,0.953125,7,2,1.886490725,1.763427994,2.575829304,0,5,4.73,8,4,4.98,6.34,5.27,3.137931034,5.344827586,2,2.40625,3.333333333
GIRL,0.773584906,0.125748503,0.955128205,4,1,4.453532376,3.788451207,2.436234111,4,4,4.85,8,5.52,5.29,6.77,5.27,NaN,NaN,NaN,NaN,NaN
GLACIER,0.814285714,0.121212121,0.140186916,7,2,1.591064607,1.531478917,2.310702102,3,8.05,4.7,NaN,3.44,4.83,5.51,4.55,NaN,NaN,NaN,NaN,NaN
GLASS,0.745762712,0.782894737,0.096153846,5,1,3.490941205,3.265289626,2.443347351,5,4.47,4.82,21,6.12,4.69,5.74,5.42,NaN,NaN,NaN,NaN,NaN
GLASSES,0.744186047,0.932038835,0.028571429,7,2,3.227886705,3.003891166,2.575829304,5,4.3461,4.9,16,6.541666667,4.45,5.48,NaN,NaN,NaN,NaN,NaN,NaN
GLOBE,0.588235294,0.175,0.109243697,5,1,2.426511261,2.320146286,2.345931567,4,6.5,4.59,10,5.28,4.84,6.14,5.4,NaN,NaN,NaN,NaN,NaN
GLOVE,0.578947368,0.975757576,0.015748031,5,1,2.712649702,2.527629901,2.237851063,4,4.3,4.97,9,6.458333333,4.3,5.46,6,NaN,NaN,NaN,NaN,NaN
GLUE,0.666666667,0.938596491,0.038961039,4,1,2.478566496,2.344392274,2.312305214,7,4.67,4.65,8,5.043478261,4.71,5.15,5.43,NaN,NaN,NaN,NaN,NaN
GOAT,0.728571429,0.12371134,0.950877193,4,1,2.730782276,2.530199698,2.345931567,9,5.21,5,16,4.8,4.86,5.46,5.17,NaN,NaN,NaN,NaN,NaN
GOBLIN,0.724137931,0.197674419,0.77173913,6,2,1.69019608,1.301029996,2.236044792,0,7.67,4.38,NaN,3.291666667,6.46,3.63,3.84,NaN,NaN,NaN,NaN,NaN
GODDESS,0.573770492,0.044247788,0.795620438,7,2,2.651278014,2.346352974,2.251046907,1,8.37,2.63,NaN,2.04,5.78,6.59,5.75,NaN,NaN,NaN,NaN,NaN
GOLD,0.791044776,0.837837838,0.051094891,4,1,3.60498163,3.18582536,2.236044792,13,7.1,4.81,16,4.75,5.99,6.94,5.8,NaN,NaN,NaN,NaN,NaN
GOO,0.72,0.904109589,0.030534351,3,1,2.041392685,1.785329835,1.336770045,13,5.53,3.54,18,4.130434783,5.26,3.77,4.59,NaN,NaN,NaN,NaN,NaN
GOOSE,0.444444444,0.303030303,0.952702703,5,1,2.823474229,2.57634135,2.42830183,5,5.15,4.81,11,5.260869565,4.46,5.71,4.76,4.793103448,3.6875,2.357142857,1.379310345,3.057142857
GORILLA,0.795454545,0.039735099,0.956989247,7,3,2.45331834,2.195899652,2.340608636,0,5.74,4.97,14,4.041666667,6.31,5.36,4.88,NaN,NaN,NaN,NaN,NaN
GOVERNOR,0.64516129,0.084158416,0.967871486,8,3,3.136720567,2.604226053,2.108358399,0,8.47,4.07,13,3.708333333,5.41,4.63,4.79,NaN,NaN,NaN,NaN,NaN
GOWN,0.673076923,0.423728814,0.04,4,1,2.525044807,2.421603927,2.324437815,5,6.16,4.61,11,6.36,4.78,5.98,5.5,NaN,NaN,NaN,NaN,NaN
GRADUATE,0.701754386,0.094736842,0.900943396,8,3,2.79518459,2.650307523,2.575829304,0,7.56,3.07,20,NaN,5.57,6.69,7.18,NaN,NaN,NaN,NaN,NaN
GRAPE,0.648648649,0.957446809,0.544776119,5,1,2.311753861,2.139879086,2.429263461,11,3.94,5,17,6.214285714,4.59,6.58,5.88,NaN,NaN,NaN,NaN,NaN
GRASS,0.786666667,0.821428571,0.583815029,5,1,2.932980822,2.741151599,2.241986936,9,3.94,4.93,14,5.454545455,3.09,6.32,5.67,NaN,NaN,NaN,NaN,NaN
GRASSHOPPER,0.782608696,0.917602996,0.911392405,11,3,1.681241237,1.568201724,2.575829304,0,5.78,4.91,14,4.753721245,4.85,4.95,5.82,5.448275862,3.9375,2.142857143,1.379310345,2.571428571
GRATE,0.634146341,0.525423729,0.009615385,5,1,1.72427587,1.633468456,2.065189121,10,8.9,4.82,17,4,5.02,4.62,5.96,NaN,NaN,NaN,NaN,NaN
GRAVE,0.655172414,0.196969697,0.063829787,5,1,3.127428778,2.945468585,2.575829304,11,7.06,4.56,22,4.730769231,5.99,2.8,3.73,NaN,NaN,NaN,NaN,NaN
GRAVEL,0.746666667,0.850241546,0.038043478,6,2,1.86923172,1.698970004,2.228607974,6,7.19,5,12,5.461538462,4.63,4.68,4.8,NaN,NaN,NaN,NaN,NaN
GREASE,0.646153846,0.908,0.030434783,6,1,2.550228353,2.434568904,2.16942236,3,7.33,4.61,13,4.666666667,5.3,3.88,4.96,NaN,NaN,NaN,NaN,NaN
GRILL,0.629032258,0.191570881,0.0472103,5,1,2.357934847,2.260071388,2.441505434,5,6.53,4.86,10,5.72,5.24,6.04,5.62,NaN,NaN,NaN,NaN,NaN
GRIZZLY,0.583333333,0.131386861,0.728323699,7,2,1.982271233,1.763427994,2.014371081,3,7.75,3.17,8,2.52,6.88,4.22,5,NaN,NaN,NaN,NaN,NaN
GROCERIES,0.740740741,0.266881029,0.09375,9,3,2.480006943,2.359835482,2.244302146,0,5.3485,4.74,11,5.962962963,4.95,6.26,NaN,NaN,NaN,NaN,NaN,NaN
GROCERY,0.568965517,0.285714286,0.060869565,7,3,2.44870632,2.365487985,2.256448563,1,5.72,4.31,9,5.068965517,4.86,5.98,6.33,NaN,NaN,NaN,NaN,NaN
GROOM,0.782608696,0.080645161,0.948051948,5,1,2.602059991,2.399673721,2.43021246,3,7.78,4.54,11,5,5.15,6.16,5.75,NaN,NaN,NaN,NaN,NaN
GROUND,0.642105263,0.217877095,0.040609137,6,1,3.567849451,3.355259906,2.447614789,1,4.89,4.77,14,5.875,4.1,5.32,5.5,NaN,NaN,NaN,NaN,NaN
GUARD,0.8,0.105820106,0.862385321,5,1,3.472610198,3.195899652,2.44663589,1,6.25,4.04,18,5,5.81,5.17,4.06,NaN,NaN,NaN,NaN,NaN
GUARDIAN,0.688888889,0.075862069,0.918918919,8,3,2.555094449,2.394451681,2.106892446,0,9.44,3.28,6,NaN,4.79,6.09,5.48,NaN,NaN,NaN,NaN,NaN
GUEST,0.709090909,0.106976744,0.923344948,5,1,3.30920418,3.140508043,2.325873194,2,6.21,3.83,13,4.857142857,5.07,5.76,6.95,NaN,NaN,NaN,NaN,NaN
GUITAR,0.64,0.196347032,0.064516129,6,2,2.900913068,2.534026106,2.575829304,0,5.32,4.9,16,6.293243243,5.12,6.59,5.89,5.24137931,5.96875,2.107142857,1.206896552,2.428571429
GULL,0.548387097,0.613861386,0.791411043,4,1,1.755874856,1.447158031,1.725507295,13,8.65,4.08,8,3.5,4.2,4.98,5.03,NaN,NaN,NaN,NaN,NaN
GUM,0.663551402,0.951351351,0.072368421,3,1,2.835056102,2.646403726,2.168751926,14,4.89,4.89,9,6.36,4.46,5.77,4.92,NaN,NaN,NaN,NaN,NaN
GUN,0.741935484,0.772727273,0.056603774,3,1,4.036389329,3.473778835,2.317505884,16,5.58,4.83,18,6.12,7.39,3.58,4.71,NaN,NaN,NaN,NaN,NaN
GYM,0.666666667,0.1,0.05,3,1,2.967547976,2.725094521,2.440429443,4,6,4.83,17,4.958333333,5.95,5.51,5.96,NaN,NaN,NaN,NaN,NaN
GYMNAST,0.764705882,0.102189781,0.941520468,7,2,1.491361694,1.361727836,1.755772967,0,6.74,4.85,19,5,5.71,5.99,5.65,NaN,NaN,NaN,NaN,NaN
HAIL,0.587301587,0.843478261,0.025641026,4,1,2.788168371,2.525044807,2.334582964,16,7.9,4.32,11,3.791666667,5.96,3.93,4.44,NaN,NaN,NaN,NaN,NaN
HALL,0.662162162,0.102941176,0.043165468,4,1,3.423245874,3.197004728,2.329618892,17,5.35,4.67,19,4.346153846,4.34,5.29,4.22,2.655172414,3.125,2.785714286,1.310344828,2.542857143
HAM,0.785714286,0.628378378,0.218309859,3,1,2.772321707,2.526339277,2.334582964,23,4.1,4.9,NaN,5.541666667,4.81,5.95,5.85,5.896551724,3.206896552,2.303030303,1.6875,3.733333333
HAMBURGER,0.741176471,0.832512315,0.057471264,9,3,2.599883072,2.394451681,2.438224232,0,5.21,5,13,6.148148148,5.36,6.64,5.35,5.862068966,5.4375,2.178571429,1.482758621,3.314285714
HAMMER,0.831325301,0.879194631,0.033557047,6,2,2.804139432,2.597695186,2.439884876,10,5.42,4.77,7,6.173913043,5.76,4.95,5.59,NaN,NaN,NaN,NaN,NaN
HAMMOCK,0.65,0.165517241,0.060869565,7,2,1.857332496,1.62324929,2.429897515,1,7.11,4.89,15,6.166666667,2.55,6.72,5.22,3.931034483,4.53125,2.285714286,1.310344828,2.342857143
HAMPER,0.634146341,0.297169811,0,6,2,1.86332286,1.785329835,2.059050911,7,6.8,4.21,NaN,4.4,4.28,4.78,5.19,NaN,NaN,NaN,NaN,NaN
HAND,0.680555556,0.901960784,0.428571429,4,1,4.154210882,3.74530906,2.262684055,9,2.74,4.72,16,6.44,4.52,5.58,5.88,5.896551724,5.6875,4.321428571,2,4.142857143
HANDBAG,0.647058824,0.679487179,0.033613445,7,2,2.130333768,1.77815125,2.310702102,1,7.95,4.93,13,6,4.56,5.64,5.69,NaN,NaN,NaN,NaN,NaN
HANDCUFFS,0.769230769,0.903225806,0.039215686,9,2,2.421603927,2.340444115,2.124508034,0,NaN,NaN,13,NaN,6.95,3.41,NaN,NaN,NaN,NaN,NaN,NaN
HANDKERCHIEF,0.714285714,0.95,0,12,3,2.33243846,2.181843588,2.070334268,0,7.22,5,19,5.72,4.1,5.2,5.05,NaN,NaN,NaN,NaN,NaN
HANGER,0.631578947,0.713615023,0.030120482,6,2,1.84509804,1.740362689,2.325873194,12,6.78,4.81,5,5.291666667,4.7,4.91,5.05,NaN,NaN,NaN,NaN,NaN
HARE,0.641025641,0.643274854,0.877659574,4,1,2.292256071,1.897627091,1.924209265,23,6.78,4.88,6,3.769230769,4.36,5.76,5.04,NaN,NaN,NaN,NaN,NaN
HARP,0.642201835,0.223880597,0.034682081,4,1,2.130333768,1.913813852,2.328693443,10,7.55,4.85,17,5.8,3.55,6.32,6.29,NaN,NaN,NaN,NaN,NaN
HAT,0.743589744,0.782608696,0.032467532,3,1,3.515078675,3.237794993,2.437943455,24,3.33,4.88,12,6.44,4.32,5.65,6.21,NaN,NaN,NaN,NaN,NaN
HATCHET,0.756756757,0.63,0.024691358,7,2,2.004321374,1.857332496,2.33934381,4,8.2,4.93,13,5.791666667,6.47,3.88,4.48,NaN,NaN,NaN,NaN,NaN
HAWK,0.786666667,0.26146789,0.949101796,4,1,2.813580989,2.397940009,2.039215031,5,6.7439,4.93,8,3.36,5.87,5.81,5.5,NaN,NaN,NaN,NaN,NaN
HAY,0.719101124,0.625,0.126086957,3,1,2.5132176,2.303196057,1.924209265,24,5.32,4.87,18,NaN,3.91,5.31,4.75,NaN,NaN,NaN,NaN,NaN
HAYSTACK,0.725,0.150326797,0.045045045,8,2,1.851258349,1.785329835,2.317505884,0,6.32,4.87,15,4.956521739,3.94,5.51,5.38,NaN,NaN,NaN,NaN,NaN
HEAD,0.738095238,0.485849057,0.439153439,4,1,4.277563376,3.798995734,2.575829304,13,3.42,4.75,15,5.48,5.01,5.57,5.56,4.827586207,6.068965517,3.666666667,1.96875,4.833333333
HEADBAND,0.626506024,0.928104575,0.034013605,8,2,1.342422681,1.176091259,2.331448366,1,6.33,5,16,NaN,4.42,5.38,5.81,NaN,NaN,NaN,NaN,NaN
HEART,0.673913043,0.849315068,0.542682927,5,1,4.095308861,3.661149857,2.575829304,3,5.17,4.52,16,3.666666667,5.22,6.6,5.43,NaN,NaN,NaN,NaN,NaN
HEATER,0.62195122,0.217142857,0.056737589,6,2,2.146128036,2.017033339,2.174699993,11,6.1,4.8,NaN,NaN,4.73,5.88,4.81,NaN,NaN,NaN,NaN,NaN
HEDGE,0.6,0.258426966,0.372180451,5,1,1.903089987,1.770852012,2.260634451,5,8.9,4.54,16,4.142857143,4.15,5.4,5.95,3.034482759,3.172413793,2,1.4375,2.866666667
